Text	Label
"[""Hey. Let's go swimming on Thursday? Sure! Where do you want to go? I don't know. How about a club? Sure! What time? Let's do 9 am? Sorry, I can't. How about 11 am? Sounds good. See you then!""]"	[[6, 7], [8, 9], [52, 53], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a play on Sunday? Sounds good. Where? I don't know. How about the Italian restaurant? Sure! What time? You free 1 am? Sorry, I can't. Let's do 6 am? Sounds good. See you then!""]"	[[27, 29], [30, 31], [71, 72], [46, 48]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to hang out on Sunday? Ok. Where should we meet? I don't know. How about the Italian restaurant? Sure! When should we meet? How about midnight, noon? Sorry, I can't. You free 6 am? OK! See you then!""]"	[[27, 28], [29, 30], [73, 74], [47, 49]]
"[""Hey. Do you want to grab lunch tomorrow? Sure! Where do you want to go? I don't know. How about Daan Park? OK! What time? 10 am? Sorry, I can't. You free 11 pm? Sounds good. See you then!""]"	[[7, 8], [9, 9], [49, 50], [28, 30]]
"[""Hey. Let's go somewhere on Thursday? OK! Where should we meet? I don't know. How about a club? Sounds good. When? How about 7 am? Sorry, I can't. How about midnight, noon? Sure! See you then!""]"	[[6, 7], [8, 9], [48, 50], [26, 27]]
"[""Sup! Sup. Do you want to go somewhere on Friday? Sure. Where should we meet? I don't know. How about the mall? Great. What time? 1 am? Sorry, I can't. You free 3 pm? Ok. See you then!""]"	[[11, 12], [13, 14], [51, 52], [31, 32]]
"[""Heyo! Do you want to go to a party on Sunday? OK! Where should we meet? I don't know. How about the Italian restaurant? Sounds good. What time? How about 1 am? Sorry, I can't. You free 1 pm? Sure. See you then!""]"	[[8, 11], [12, 13], [54, 55], [30, 32]]
"[""Heyo! Let's go somewhere today? OK! Where should we meet? I don't know. How about the Italian restaurant? Sure. When? How about 3 pm? Sorry, I can't. How about 8 pm? OK! See you then!""]"	[[7, 8], [9, 9], [48, 49], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to catch up on Saturday? OK! Where? I don't know. How about my place? Great. When should we meet? 12 pm? Sorry, I can't. 9 am? OK! See you then!""]"	[[27, 28], [29, 30], [64, 65], [44, 45]]
"[""Sup! Sup. Let's do something on Friday? Ok. Where? I don't know. How about a club? Sounds good. When should we meet? Let's do 5 pm? Sorry, I can't. You free 10 pm? Sure. See you then!""]"	[[10, 11], [12, 13], [54, 55], [27, 28]]
"[""Heyo! Do you want to watch a movie on Monday? Sounds good. Where should we go? I don't know. How about a club? Ok. When? How about 3 am? Sorry, I can't. 12 pm? OK! See you then!""]"	[[8, 10], [11, 12], [49, 50], [30, 31]]
"[""Heyo! Do you want to go somewhere on Thursday? Sure. Where should we meet? I don't know. How about a club? OK! When should we meet? You free 5 am? Sorry, I can't. 1 pm? Sure! See you then!""]"	[[8, 9], [10, 11], [50, 51], [28, 29]]
"[""Sup! Sup. Would you want to catch up on Wednesday? Great. Where? I don't know. How about a club? Sounds good. When should we meet? 5 am? Sorry, I can't. You free 4 am? Sounds good. See you then!""]"	[[11, 12], [13, 14], [51, 52], [28, 29]]
"[""Hey. Do you want to grab coffee on Saturday? Sure! Where? I don't know. How about a coffee shop? Ok. When? 6 pm? Sorry, I can't. You free 10 am? OK! See you then!""]"	[[7, 8], [9, 10], [44, 45], [24, 26]]
"[""Hey. Would you want to see a game on Tuesday? Sure. Where should we meet? I don't know. How about a club? Sure. What time? How about 4 pm? Sorry, I can't. You free 6 am? OK! See you then!""]"	[[7, 9], [10, 11], [50, 51], [28, 29]]
"[""Hey. Let's watch a movie on Sunday? Sure! Where do you want to go? I don't know. How about your place? Sure! When? Let's do 10 pm? Sorry, I can't. You free 2 pm? Ok. See you then!""]"	[[6, 8], [9, 10], [52, 53], [29, 30]]
"[""Sup! Sup. Let's go rafting tomorrow? OK! Where? I don't know. How about the Japanese place? Sure. When? You free 2 pm? Sorry, I can't. You free 6 am? Great. See you then!""]"	[[10, 13], [14, 14], [50, 51], [28, 30]]
"[""Sup! Sup. Let's go swimming on Tuesday? Sounds good. Where do you want to go? I don't know. How about your place? Sure. When? 1 am? Sorry, I can't. 5 am? Ok. See you then!""]"	[[10, 11], [12, 13], [50, 51], [33, 34]]
"[""Heyo! Would you want to see a concert on Tuesday? OK! Where? I don't know. How about the Italian restaurant? Ok. When should we meet? You free 2 am? Sorry, I can't. 11 pm? OK! See you then!""]"	[[8, 10], [11, 12], [49, 50], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go somewhere on Monday? Ok. Where should we go? I don't know. How about the theme park? Sure! What time? You free 4 pm? Sorry, I can't. Let's do 1 pm? OK! See you then!""]"	[[27, 28], [29, 30], [72, 73], [47, 49]]
"[""Sup! Sup. Do you want to catch up on Saturday? Sounds good. Where do you want to go? I don't know. How about the Japanese place? Sure. When should we meet? 7 am? Sorry, I can't. How about 1 am? Great. See you then!""]"	[[11, 12], [13, 14], [57, 58], [34, 36]]
"[""Heyo! Let's do something on Tuesday? Ok. Where? I don't know. How about the Italian restaurant? Sure! When? Let's do midnight, noon? Sorry, I can't. Let's do 1 am? Ok. See you then!""]"	[[7, 8], [9, 10], [51, 52], [24, 26]]
"[""Sup! Sup. Let's go somewhere on Thursday? OK! Where should we meet? I don't know. How about the Japanese place? Sure! When should we meet? How about 5 pm? Sorry, I can't. How about 11 pm? Sounds good. See you then!""]"	[[10, 11], [12, 13], [55, 56], [30, 32]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's catch up on Tuesday? OK! Where should we go? I don't know. How about a bar? Sure. When should we meet? How about 7 pm? Sorry, I can't. Let's do 2 am? Sounds good. See you then!""]"	[[26, 27], [28, 29], [72, 73], [46, 47]]
"[""Hey. Would you want to go swimming on Tuesday? Sure. Where should we go? I don't know. How about my place? Sure! When should we meet? 10 am? Sorry, I can't. Let's do 5 am? Great. See you then!""]"	[[7, 8], [9, 10], [51, 52], [27, 28]]
"[""Sup! Sup. Let's go to a party on Thursday? OK! Where should we meet? I don't know. How about a coffee shop? Sure. What time? Let's do 11 am? Sorry, I can't. Let's do 3 pm? Ok. See you then!""]"	[[10, 13], [14, 15], [59, 60], [32, 34]]
"[""Yo, what's up? Nothing much. Do you want to go somewhere on Tuesday? Sure. Where? I don't know. How about a coffee shop? Ok. What time? Let's do 6 pm? Sorry, I can't. You free 4 pm? Sure. See you then!""]"	[[15, 16], [17, 18], [57, 58], [32, 34]]
"[""Yo, what's up? Nothing much. Would you want to grab coffee today? Sure! Where do you want to go? I don't know. How about a coffee shop? OK! What time? How about 5 am? Sorry, I can't. You free 9 am? Sounds good. See you then!""]"	[[15, 16], [17, 17], [59, 60], [36, 38]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a play on Monday? Sounds good. Where should we meet? I don't know. How about a club? Great. When should we meet? 11 am? Sorry, I can't. How about 1 pm? Ok. See you then!""]"	[[27, 29], [30, 31], [71, 72], [49, 50]]
"[""Yo, what's up? Nothing much. Would you want to hang out on Tuesday? Sure! Where do you want to go? I don't know. How about my place? Sure! What time? 11 pm? Sorry, I can't. 8 am? Sure! See you then!""]"	[[15, 16], [17, 18], [55, 56], [37, 38]]
"[""Sup! Sup. Would you want to go to a party tomorrow? Sure. Where should we meet? I don't know. How about the Japanese place? Great. When? You free 4 am? Sorry, I can't. How about 7 am? Ok. See you then!""]"	[[11, 14], [15, 15], [54, 55], [32, 34]]
"[""Hey. Would you want to do something tomorrow? Great. Where? I don't know. How about the mall? Sure! When? 12 pm? Sorry, I can't. 11 am? Sure. See you then!""]"	[[7, 8], [9, 9], [40, 41], [23, 24]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go somewhere on Thursday? Great. Where do you want to go? I don't know. How about a bar? Ok. When? Let's do 10 am? Sorry, I can't. How about 1 pm? Sounds good. See you then!""]"	[[27, 28], [29, 30], [72, 73], [49, 50]]
"[""Heyo! Let's do something on Saturday? Sounds good. Where do you want to go? I don't know. How about the mall? Sure. What time? You free 9 am? Sorry, I can't. How about 11 am? Great. See you then!""]"	[[7, 8], [9, 10], [52, 53], [30, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go bowling on Wednesday? Sure. Where do you want to go? I don't know. How about a bar? Sounds good. When should we meet? How about 5 am? Sorry, I can't. 8 pm? Ok. See you then!""]"	[[27, 28], [29, 30], [72, 73], [49, 50]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a movie on Wednesday? Ok. Where? I don't know. How about the theme park? Sure. What time? 11 pm? Sorry, I can't. You free 5 pm? Sure. See you then!""]"	[[26, 28], [29, 30], [65, 66], [44, 46]]
"[""Heyo! Would you want to go to a party on Saturday? Great. Where should we go? I don't know. How about the train station? Sure! When? How about 7 pm? Sorry, I can't. How about 9 pm? Ok. See you then!""]"	[[8, 11], [12, 13], [52, 53], [30, 32]]
"[""Yo, what's up? Nothing much. Let's hang out on Monday? Sure. Where should we go? I don't know. How about the Italian restaurant? OK! When should we meet? Let's do 11 am? Sorry, I can't. Let's do 10 pm? Sounds good. See you then!""]"	[[14, 15], [16, 17], [63, 64], [34, 36]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to hang out on Thursday? Sounds good. Where should we meet? I don't know. How about a club? Sounds good. When should we meet? 2 am? Sorry, I can't. 10 am? Ok. See you then!""]"	[[27, 28], [29, 30], [69, 70], [48, 49]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab lunch on Wednesday? Sure! Where? I don't know. How about the mall? Great. When should we meet? 10 pm? Sorry, I can't. You free 4 am? Great. See you then!""]"	[[26, 27], [28, 29], [65, 66], [43, 44]]
"[""Hey. Let's do something on Monday? Sure. Where should we meet? I don't know. How about the Italian restaurant? OK! When should we meet? Let's do 4 am? Sorry, I can't. Let's do 6 am? Great. See you then!""]"	[[6, 7], [8, 9], [55, 56], [26, 28]]
"[""Sup! Sup. Would you want to see a game on Saturday? Sure! Where? I don't know. How about the Italian restaurant? Sounds good. When? Let's do 2 am? Sorry, I can't. You free 8 am? Ok. See you then!""]"	[[11, 13], [14, 15], [54, 55], [29, 31]]
"[""Sup! Sup. Do you want to see a game tomorrow? Sounds good. Where should we go? I don't know. How about the Japanese place? Sounds good. When should we meet? 5 am? Sorry, I can't. Let's do midnight, noon? Ok. See you then!""]"	[[11, 13], [14, 14], [58, 60], [32, 34]]
"[""Heyo! Would you want to see a game on Saturday? OK! Where do you want to go? I don't know. How about the Italian restaurant? Great. When? How about 12 pm? Sorry, I can't. You free 4 pm? Great. See you then!""]"	[[8, 10], [11, 12], [53, 54], [31, 33]]
"[""Heyo! Let's ice skating on Saturday? Sure! Where? I don't know. How about the train station? Sure! When? Let's do 5 pm? Sorry, I can't. You free 9 am? OK! See you then!""]"	[[7, 8], [9, 10], [48, 49], [24, 26]]
"[""Yo, what's up? Nothing much. Would you want to see a game tomorrow? Great. Where should we go? I don't know. How about the mall? Sure. When should we meet? Let's do midnight, noon? Sorry, I can't. How about 11 am? Great. See you then!""]"	[[15, 17], [18, 18], [62, 63], [35, 36]]
"[""Hey. Do you want to catch up on Wednesday? Great. Where do you want to go? I don't know. How about the train station? OK! When? Let's do 10 pm? Sorry, I can't. You free 5 am? Great. See you then!""]"	[[7, 8], [9, 10], [53, 54], [29, 31]]
"[""Hey. Let's grab lunch tomorrow? Ok. Where should we meet? I don't know. How about the mall? Sure! What time? How about 4 am? Sorry, I can't. 10 pm? Sure. See you then!""]"	[[6, 7], [8, 8], [45, 46], [25, 26]]
"[""Yo, what's up? Nothing much. Do you want to watch a movie on Sunday? Ok. Where? I don't know. How about the Japanese place? OK! When should we meet? Let's do 6 pm? Sorry, I can't. How about 2 pm? Sounds good. See you then!""]"	[[15, 17], [18, 19], [60, 61], [33, 35]]
"[""Yo, what's up? Nothing much. Let's catch up on Thursday? Sure! Where should we meet? I don't know. How about your place? Sure. What time? You free 10 pm? Sorry, I can't. Let's do 12 pm? Ok. See you then!""]"	[[14, 15], [16, 17], [58, 59], [34, 35]]
"[""Sup! Sup. Would you want to see a play on Monday? Sounds good. Where should we go? I don't know. How about the train station? Sounds good. When should we meet? 11 am? Sorry, I can't. You free 8 am? OK! See you then!""]"	[[11, 13], [14, 15], [57, 58], [33, 35]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go somewhere on Sunday? Sounds good. Where? I don't know. How about the Italian restaurant? Great. What time? You free 9 pm? Sorry, I can't. How about 6 am? Ok. See you then!""]"	[[26, 27], [28, 29], [67, 68], [44, 46]]
"[""Hey. Do you want to see a movie on Wednesday? OK! Where? I don't know. How about my place? Sure! When? Let's do 6 am? Sorry, I can't. Let's do 4 am? Sounds good. See you then!""]"	[[7, 9], [10, 11], [50, 51], [25, 26]]
"[""Hey. Do you want to see a concert today? Sure. Where do you want to go? I don't know. How about a coffee shop? Great. When should we meet? You free 11 am? Sorry, I can't. Let's do 7 pm? Sure! See you then!""]"	[[7, 9], [10, 10], [56, 57], [29, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to grab lunch on Thursday? Sounds good. Where should we meet? I don't know. How about the Italian restaurant? Sounds good. When should we meet? 9 am? Sorry, I can't. 4 am? Sure! See you then!""]"	[[27, 28], [29, 30], [70, 71], [48, 50]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Thursday? Great. Where do you want to go? I don't know. How about the train station? Sure! When should we meet? 11 am? Sorry, I can't. You free 6 pm? OK! See you then!""]"	[[27, 30], [31, 32], [74, 75], [51, 53]]
"[""Hey. Would you want to see a concert on Friday? Sure! Where should we go? I don't know. How about the mall? Ok. What time? 5 pm? Sorry, I can't. How about 10 pm? Ok. See you then!""]"	[[7, 9], [10, 11], [48, 49], [28, 29]]
"[""Heyo! Let's see a play on Thursday? Great. Where do you want to go? I don't know. How about the mall? Sounds good. When? How about 12 pm? Sorry, I can't. How about 4 pm? Sure! See you then!""]"	[[7, 9], [10, 11], [52, 53], [30, 31]]
"[""Sup! Sup. Let's see a movie tomorrow? Sure! Where should we go? I don't know. How about a club? OK! When? How about 1 pm? Sorry, I can't. Let's do 8 pm? OK! See you then!""]"	[[10, 12], [13, 13], [53, 54], [30, 31]]
"[""Yo, what's up? Nothing much. Do you want to ice skating on Monday? Sounds good. Where do you want to go? I don't know. How about the train station? Sure. When? Let's do 6 pm? Sorry, I can't. 1 pm? Sure! See you then!""]"	[[15, 16], [17, 18], [60, 61], [38, 40]]
"[""Sup! Sup. Let's do something today? OK! Where should we meet? I don't know. How about a coffee shop? Sure. What time? You free 1 am? Sorry, I can't. Let's do 11 am? Sure! See you then!""]"	[[10, 11], [12, 12], [54, 55], [29, 31]]
"[""Heyo! Let's bake on Sunday? OK! Where do you want to go? I don't know. How about a coffee shop? Great. What time? You free 10 am? Sorry, I can't. 2 pm? Sure! See you then!""]"	[[7, 8], [9, 10], [50, 51], [29, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to do something today? Ok. Where should we meet? I don't know. How about Daan Park? Ok. What time? You free 3 pm? Sorry, I can't. How about 10 am? Sure! See you then!""]"	[[27, 28], [29, 29], [69, 70], [46, 48]]
"[""Sup! Sup. Would you want to go rafting on Friday? Sounds good. Where should we meet? I don't know. How about the Italian restaurant? Ok. What time? Let's do 4 pm? Sorry, I can't. How about 3 am? OK! See you then!""]"	[[11, 14], [15, 16], [59, 60], [34, 36]]
"[""Heyo! Let's go rafting on Sunday? Sure. Where should we go? I don't know. How about Daan Park? Great. When should we meet? 6 am? Sorry, I can't. You free 10 am? Ok. See you then!""]"	[[7, 10], [11, 12], [52, 53], [29, 31]]
"[""Hey. Do you want to see a concert today? OK! Where? I don't know. How about the train station? Great. When? You free midnight, noon? Sorry, I can't. Let's do 12 pm? Ok. See you then!""]"	[[7, 9], [10, 10], [49, 50], [24, 26]]
"[""Yo, what's up? Nothing much. Let's go to a party on Saturday? Ok. Where should we go? I don't know. How about Daan Park? OK! When should we meet? Let's do 10 pm? Sorry, I can't. You free midnight, noon? Sure! See you then!""]"	[[14, 17], [18, 19], [63, 65], [36, 38]]
"[""Yo, what's up? Nothing much. Do you want to go bowling today? Ok. Where should we meet? I don't know. How about Daan Park? Great. What time? Let's do 1 am? Sorry, I can't. Let's do 4 am? Sure. See you then!""]"	[[15, 16], [17, 17], [61, 62], [34, 36]]
"[""Yo, what's up? Nothing much. Would you want to hang out on Thursday? OK! Where should we meet? I don't know. How about a coffee shop? Ok. When should we meet? You free 2 am? Sorry, I can't. How about 5 pm? Sure! See you then!""]"	[[15, 16], [17, 18], [60, 61], [35, 37]]
"[""Hey. Would you want to see a play on Sunday? OK! Where should we go? I don't know. How about your place? Ok. What time? How about 9 am? Sorry, I can't. 6 am? Ok. See you then!""]"	[[7, 9], [10, 11], [48, 49], [28, 29]]
"[""Heyo! Do you want to catch up tomorrow? Sounds good. Where? I don't know. How about a coffee shop? Great. What time? You free 8 am? Sorry, I can't. How about 3 pm? Great. See you then!""]"	[[8, 9], [10, 10], [48, 49], [25, 27]]
"[""Hey. Do you want to go rafting on Thursday? OK! Where should we meet? I don't know. How about the mall? OK! When should we meet? 12 pm? Sorry, I can't. How about 10 pm? OK! See you then!""]"	[[7, 10], [11, 12], [51, 52], [29, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to do something on Tuesday? Sounds good. Where do you want to go? I don't know. How about the Italian restaurant? Sure! What time? How about 4 pm? Sorry, I can't. Let's do 8 am? Ok. See you then!""]"	[[27, 28], [29, 30], [75, 76], [50, 52]]
"[""Sup! Sup. Would you want to grab lunch on Wednesday? Sounds good. Where? I don't know. How about your place? Ok. What time? You free 1 am? Sorry, I can't. How about 6 am? OK! See you then!""]"	[[11, 12], [13, 14], [51, 52], [29, 30]]
"[""Sup! Sup. Would you want to hang out on Sunday? Sure. Where do you want to go? I don't know. How about my place? Ok. When should we meet? You free 3 pm? Sorry, I can't. Let's do 8 am? Sure. See you then!""]"	[[11, 12], [13, 14], [59, 60], [33, 34]]
"[""Heyo! Do you want to ice skating on Sunday? Sure! Where should we go? I don't know. How about my place? Great. When? How about 4 pm? Sorry, I can't. 5 am? Sure! See you then!""]"	[[8, 9], [10, 11], [47, 48], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a play on Friday? Sounds good. Where do you want to go? I don't know. How about Daan Park? Sure! What time? How about 11 pm? Sorry, I can't. You free 4 am? Sure! See you then!""]"	[[27, 29], [30, 31], [74, 75], [51, 53]]
"[""Heyo! Would you want to go bowling on Tuesday? Sure! Where should we go? I don't know. How about a coffee shop? Sure! What time? Let's do 9 am? Sorry, I can't. Let's do 2 pm? Great. See you then!""]"	[[8, 9], [10, 11], [55, 56], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie tomorrow? OK! Where do you want to go? I don't know. How about your place? Sure. When? Let's do 9 am? Sorry, I can't. How about 3 pm? Sure. See you then!""]"	[[27, 29], [30, 30], [72, 73], [49, 50]]
"[""Yo, what's up? Nothing much. Do you want to do something on Wednesday? OK! Where should we go? I don't know. How about Daan Park? Sure. What time? You free 2 am? Sorry, I can't. How about 4 pm? Sure! See you then!""]"	[[15, 16], [17, 18], [58, 59], [35, 37]]
"[""Yo, what's up? Nothing much. Let's ice skating on Friday? Sure! Where? I don't know. How about the mall? Ok. What time? Let's do 8 am? Sorry, I can't. Let's do 5 pm? Sounds good. See you then!""]"	[[14, 15], [16, 17], [57, 58], [31, 32]]
"[""Hey. Let's see a game on Sunday? Great. Where should we go? I don't know. How about the Italian restaurant? OK! When? Let's do 4 pm? Sorry, I can't. Let's do midnight, noon? Ok. See you then!""]"	[[6, 8], [9, 10], [53, 55], [27, 29]]
"[""Heyo! Would you want to bake today? Sure! Where do you want to go? I don't know. How about a coffee shop? OK! What time? How about 8 am? Sorry, I can't. Let's do 5 am? Ok. See you then!""]"	[[8, 9], [10, 10], [54, 55], [29, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go rafting on Tuesday? Great. Where do you want to go? I don't know. How about a bar? Sounds good. What time? How about 1 am? Sorry, I can't. Let's do 1 pm? Sure! See you then!""]"	[[27, 30], [31, 32], [76, 77], [51, 52]]
"[""Sup! Sup. Do you want to go somewhere today? Ok. Where do you want to go? I don't know. How about your place? Sure. What time? How about 5 am? Sorry, I can't. You free 4 pm? OK! See you then!""]"	[[11, 12], [13, 13], [54, 55], [32, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to ice skating on Tuesday? Ok. Where should we meet? I don't know. How about a coffee shop? Sounds good. When? You free 3 pm? Sorry, I can't. How about 1 pm? OK! See you then!""]"	[[27, 28], [29, 30], [70, 71], [47, 49]]
"[""Yo, what's up? Nothing much. Do you want to catch up on Sunday? Sure! Where do you want to go? I don't know. How about the Italian restaurant? Great. When should we meet? Let's do 2 am? Sorry, I can't. 12 pm? Sure! See you then!""]"	[[15, 16], [17, 18], [62, 63], [37, 39]]
"[""Heyo! Let's grab coffee on Friday? OK! Where? I don't know. How about my place? Sure! What time? midnight, noon? Sorry, I can't. 6 pm? Great. See you then!""]"	[[7, 8], [9, 10], [43, 44], [24, 25]]
"[""Sup! Sup. Do you want to see a concert tomorrow? Sounds good. Where should we meet? I don't know. How about the theme park? OK! When should we meet? 9 pm? Sorry, I can't. You free midnight, noon? Ok. See you then!""]"	[[11, 13], [14, 14], [55, 57], [32, 34]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to watch a movie on Sunday? Sure. Where do you want to go? I don't know. How about the train station? Sure. When should we meet? 5 pm? Sorry, I can't. Let's do 11 pm? OK! See you then!""]"	[[27, 29], [30, 31], [75, 76], [50, 52]]
"[""Sup! Sup. Let's grab lunch on Thursday? Great. Where? I don't know. How about the theme park? Sounds good. What time? You free 9 pm? Sorry, I can't. Let's do 12 pm? Sure. See you then!""]"	[[10, 11], [12, 13], [53, 54], [27, 29]]
"[""Sup! Sup. Let's ice skating tomorrow? Great. Where? I don't know. How about the Italian restaurant? Great. When should we meet? You free 10 am? Sorry, I can't. Let's do 11 pm? Ok. See you then!""]"	[[10, 11], [12, 12], [53, 54], [26, 28]]
"[""Hey. Would you want to go to a party on Sunday? OK! Where should we go? I don't know. How about a bar? Sounds good. When should we meet? Let's do 8 am? Sorry, I can't. How about 2 am? Ok. See you then!""]"	[[7, 10], [11, 12], [56, 57], [29, 30]]
"[""Hey. Let's watch a movie on Friday? Sure. Where? I don't know. How about the train station? Sounds good. When should we meet? You free 7 pm? Sorry, I can't. 3 am? Sure! See you then!""]"	[[6, 8], [9, 10], [48, 49], [24, 26]]
"[""Sup! Sup. Would you want to do something tomorrow? Ok. Where should we go? I don't know. How about a club? Great. What time? 1 pm? Sorry, I can't. 3 pm? Ok. See you then!""]"	[[11, 12], [13, 13], [48, 49], [30, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a play on Wednesday? Ok. Where should we meet? I don't know. How about a bar? Sure. When should we meet? You free 5 am? Sorry, I can't. 10 pm? Great. See you then!""]"	[[27, 29], [30, 31], [70, 71], [48, 49]]
"[""Sup! Sup. Let's go to a party on Monday? Ok. Where do you want to go? I don't know. How about a club? Sure! When? 11 am? Sorry, I can't. How about 2 am? Sure! See you then!""]"	[[10, 13], [14, 15], [53, 54], [34, 35]]
"[""Hey. Do you want to hang out on Wednesday? Sounds good. Where do you want to go? I don't know. How about your place? Great. When? Let's do 5 am? Sorry, I can't. 11 am? Sure. See you then!""]"	[[7, 8], [9, 10], [51, 52], [30, 31]]
"[""Heyo! Do you want to bake on Thursday? Sure. Where? I don't know. How about the theme park? OK! What time? Let's do 7 am? Sorry, I can't. 1 pm? OK! See you then!""]"	[[8, 9], [10, 11], [48, 49], [25, 27]]
"[""Sup! Sup. Let's see a game on Thursday? Sure! Where should we go? I don't know. How about the Japanese place? Sure! When should we meet? How about 10 pm? Sorry, I can't. You free 6 am? Sure! See you then!""]"	[[10, 12], [13, 14], [56, 57], [31, 33]]
"[""Sup! Sup. Let's bake on Wednesday? Sure. Where should we meet? I don't know. How about a club? Sure! What time? You free 8 am? Sorry, I can't. Let's do 2 am? Ok. See you then!""]"	[[10, 11], [12, 13], [54, 55], [30, 31]]
"[""Sup! Sup. Would you want to do something on Wednesday? Great. Where should we go? I don't know. How about the Italian restaurant? Ok. When? Let's do 11 am? Sorry, I can't. Let's do 7 pm? Sounds good. See you then!""]"	[[11, 12], [13, 14], [57, 58], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab lunch on Saturday? Sure. Where should we meet? I don't know. How about the Japanese place? Sure! What time? How about 8 pm? Sorry, I can't. 1 am? Sounds good. See you then!""]"	[[26, 27], [28, 29], [67, 68], [46, 48]]
"[""Hey. Let's go to a party on Friday? Sure. Where should we go? I don't know. How about a bar? Sounds good. What time? How about midnight, noon? Sorry, I can't. How about 8 pm? OK! See you then!""]"	[[6, 9], [10, 11], [52, 53], [28, 29]]
"[""Heyo! Do you want to see a concert on Tuesday? Sure. Where? I don't know. How about a bar? OK! When should we meet? You free 3 am? Sorry, I can't. How about 5 am? Sounds good. See you then!""]"	[[8, 10], [11, 12], [50, 51], [26, 27]]
"[""Sup! Sup. Would you want to see a movie on Tuesday? Sounds good. Where do you want to go? I don't know. How about the Japanese place? Ok. When should we meet? You free 1 am? Sorry, I can't. 9 am? Sure! See you then!""]"	[[11, 13], [14, 15], [58, 59], [35, 37]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to hang out on Wednesday? Sure. Where should we go? I don't know. How about a coffee shop? Ok. What time? 10 pm? Sorry, I can't. 10 am? Ok. See you then!""]"	[[27, 28], [29, 30], [66, 67], [47, 49]]
"[""Sup! Sup. Would you want to grab coffee on Thursday? Sounds good. Where do you want to go? I don't know. How about a coffee shop? Sounds good. What time? You free 10 am? Sorry, I can't. You free 4 pm? Ok. See you then!""]"	[[11, 12], [13, 14], [58, 59], [34, 36]]
"[""Sup! Sup. Would you want to go bowling on Saturday? OK! Where? I don't know. How about the Italian restaurant? Ok. What time? You free 6 am? Sorry, I can't. How about 5 am? OK! See you then!""]"	[[11, 12], [13, 14], [51, 52], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a play today? Great. Where should we go? I don't know. How about a bar? Sure! When? How about 4 pm? Sorry, I can't. You free 12 pm? Sure. See you then!""]"	[[27, 29], [30, 30], [68, 69], [47, 48]]
"[""Yo, what's up? Nothing much. Would you want to do something on Wednesday? Great. Where do you want to go? I don't know. How about a club? Ok. When? 11 pm? Sorry, I can't. You free 4 am? Ok. See you then!""]"	[[15, 16], [17, 18], [56, 57], [37, 38]]
"[""Yo, what's up? Nothing much. Let's grab coffee on Tuesday? Great. Where? I don't know. How about the Japanese place? Sure. When? You free 4 pm? Sorry, I can't. Let's do 9 am? Great. See you then!""]"	[[14, 15], [16, 17], [55, 56], [31, 33]]
"[""Yo, what's up? Nothing much. Do you want to hang out on Saturday? Great. Where should we meet? I don't know. How about the Japanese place? Ok. When? 10 pm? Sorry, I can't. 6 pm? Ok. See you then!""]"	[[15, 16], [17, 18], [53, 54], [35, 37]]
"[""Heyo! Let's catch up today? Great. Where should we meet? I don't know. How about Daan Park? Ok. What time? Let's do 2 am? Sorry, I can't. You free 5 pm? OK! See you then!""]"	[[7, 8], [9, 9], [51, 52], [26, 28]]
