Text	Label
Hey. Let's go surfing today? I can't. How about on Saturday? Great. What time? 10 am? OK! See you there!	[[6, 7], [18, 18], [25, 26], [0, 0]]
Hey! Would you want to watch a movie on Friday? Sure. Where should we go? How about the theme park? Sure! What time? You free 3 am? Sure! See you there!	[[7, 9], [11, 11], [33, 34], [22, 24]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Thursday? Sure! Where do you want to go? I don't know. How about Daan Park? Or the Italian restaurant? OK! Let's do the Italian restaurant. When should we meet? You free 6 pm? Sorry, I can't. You free 10 pm? OK! See you then!	[[27, 30], [32, 32], [89, 90], [56, 58]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a concert on Monday? Sorry I'm busy. How about today? Great. What time? 9 pm? Sure! See you then!	[[26, 28], [40, 40], [47, 48], [0, 0]]
Hey. Do you want to go to a party on Thursday? Sure! What time should we meet? How about 3 pm? Great. Where should we meet? How about the theme park? Sure. See you then!	[[7, 10], [12, 12], [24, 25], [36, 38]]
Yo, what's up? Nothing much. Are you free on Friday? Sorry, I'm busy... How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go bowling today? Sorry I'm busy today. How about on Saturday? OK! When should we meet? midnight? Great. See you there!	[[27, 28], [41, 41], [50, 50], [0, 0]]
Yo, what's up? Nothing much. Would you want to grab coffee tomorrow? Ok. When? Are you free at 7 am? Sounds good. Where do you want to go? How about school? Great. Actually, I have an appointment 7 am. 5 am? Sounds good. See you then!	[[15, 16], [17, 17], [55, 56], [42, 42]]
Yo, what's up? Nothing much. Would you want to go bowling on Saturday? Sure! Where do you want to go? How about a coffee shop? Sure. What time? You free 3 am? Sorry, I'm busy. Are you free at 9 am? Ok. See you there!	[[15, 16], [18, 18], [56, 57], [31, 33]]
Yo, what's up? Nothing much. Do you want to grab coffee on Friday? Sure. Where should we go? How about the Italian restaurant? Great. When should we meet? 9 pm? Great. See you there!	[[15, 16], [18, 18], [40, 41], [29, 31]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to watch a movie on Wednesday? Ok. Where? How about the Japanese place? Sounds good. When should we meet? Let's do 11 pm? Sorry, I have an appointment. How about 10 am? Sure. See you then!	[[27, 29], [31, 31], [67, 68], [39, 41]]
Hey! Do you want to see a concert on Friday? Sure! Where should we go? I don't know. How about your place? Or the Japanese place? Great. Let's do the Japanese place. What time should we meet? You free 10 am? Sorry, I have an appointment. Are you free at 5 am? Ok. See you there!	[[7, 9], [11, 11], [68, 69], [32, 34]]
Hey. Do you want to catch up on Monday? OK! Where? How about Xinyi? Sure. What time? You free midnight? OK! See you there!	[[7, 8], [10, 10], [29, 29], [18, 20]]
Hey! Do you want to go ice skating on Saturday? Sounds good. When should we meet? How about midnight? Sorry, I have an appointment. Let's do 6 pm? Ok. Where do you want to go? I don't know. How about a club or the Japanese place? Ok. Let's do the Japanese place. Sounds good. See you there!	[[7, 9], [11, 11], [36, 37], [59, 61]]
Hey. Are you free today? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go ice skating on Friday? I can't on Friday. How about on Wednesday? Great. When? 5 am? Great. See you then!	[[26, 28], [42, 42], [48, 49], [0, 0]]
Sup! Sup. Would you want to see a game tomorrow? OK! Where? How about the mall? Sure! What time? 7 pm? Sorry, I can't. Are you free at midnight? Sure! See you then!	[[11, 13], [14, 14], [44, 44], [22, 23]]
Hey. Are you free on Friday? Yes. Let's do something? Sounds good. Where do you want to go? How about the zoo? Ok. See you on Friday!	[[14, 15], [7, 7], [0, 0], [29, 30]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's do something on Wednesday? Sure! What time should we meet? Let's do 6 am? Sure. Where? How about the theme park? Great. See you there!	[[26, 27], [29, 29], [43, 44], [52, 54]]
Hey. Do you want to grab coffee on Friday? Ok. Where should we meet? How about the Italian restaurant? OK! When should we meet? Let's do 11 pm? Sorry, I have an appointment. How about 7 am? Sure. See you on Friday!	[[7, 8], [10, 10], [48, 49], [21, 23]]
Hey. Let's go somewhere on Monday? Sorry I'm busy. How about on Wednesday? Great. When should we meet? 7 pm? OK! See you then!	[[6, 7], [20, 20], [29, 30], [0, 0]]
Hey. Let's bake on Thursday? Sorry I'm busy. How about on Wednesday? Great. When? 8 am? OK! See you then!	[[6, 7], [20, 20], [26, 27], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to hang out on Thursday? Ok. Where do you want to go? How about Daan Park? Sounds good. What time? How about 3 am? Sounds good. See you there!	[[27, 28], [30, 30], [55, 56], [43, 45]]
Yo, what's up? Nothing much. Let's go ice skating today? Sorry I'm busy. How about tomorrow? OK! What time? noon? Great. See you then!	[[14, 16], [27, 27], [34, 34], [0, 0]]
Hey. Would you want to go swimming on Sunday? I can't. How about on Thursday? Sounds good. When? 8 pm? Great. See you there!	[[7, 8], [20, 20], [27, 28], [0, 0]]
Hey. Would you want to see a movie on Saturday? Sure! Where do you want to go? How about the mall? Sure. What time? 4 am? Sorry, I'm busy. You free 3 pm? Sounds good. See you then!	[[7, 9], [11, 11], [44, 45], [24, 25]]
Yo, what's up? Nothing much. Do you want to catch up on Wednesday? Great. Where do you want to go? How about Daan Park? Sure! What time? 8 pm? Sorry, I can't. How about 12 pm? Great. See you then!	[[15, 16], [18, 18], [52, 53], [31, 33]]
Hey. Would you want to go rafting on Sunday? Sorry I'm busy. How about on Friday? Sounds good. What time should we meet? 8 am? Sure. See you then!	[[7, 10], [23, 23], [34, 35], [0, 0]]
Hey. Do you want to go ice skating today? Ok. Where should we go? How about a coffee shop? Ok. When should we meet? 8 pm? Sorry, I'm busy. You free 2 pm? OK! See you there!	[[7, 9], [10, 10], [44, 45], [21, 23]]
Hey. Would you want to see a game on Wednesday? Sorry I'm busy on Wednesday. How about tomorrow? Sure. When? 8 am? OK! See you tomorrow!	[[7, 9], [23, 23], [29, 30], [0, 0]]
Sup! Sup. Let's go surfing on Saturday? Sure! What time should we meet? 9 am? Sorry, I can't. You free 10 pm? Ok. Where? I don't know. How about a club or the train station? Ok. Let's do a club. Sure. See you then!	[[10, 11], [13, 13], [35, 36], [50, 51]]
Sup! Sup. You free on Friday? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's do something today? I can't. How about on Wednesday? Sure! When should we meet? noon? Great. See you on Wednesday!	[[10, 11], [22, 22], [31, 31], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to hang out on Wednesday? OK! When should we meet? You free 9 pm? Sorry, I can't. How about 6 am? Sure! Where do you want to go? I don't know. How about the Japanese place or a bar? Sure! Let's do a bar. Great. See you then!	[[27, 28], [30, 30], [53, 54], [77, 78]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Saturday? Sorry, I'm busy... How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! You free today? Sorry, I'm busy... How about on Monday? I'm busy on on Monday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Do you want to go bowling on Wednesday? Sounds good. Where? How about the zoo? Sounds good. When? 2 pm? Sorry, I can't. You free 3 pm? Sounds good. See you then!	[[15, 16], [18, 18], [47, 48], [27, 28]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go to a party on Sunday? Sure! What time should we meet? Let's do 5 pm? Sorry, I'm busy. You free 6 am? Great. Where should we meet? I don't know. How about my place or the theme park? Great. Let's do the theme park. Ok. See you then!	[[26, 29], [31, 31], [57, 58], [78, 80]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Saturday? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Are you free tomorrow? Sorry, I have plans already. How about on Monday? I'm busy on on Monday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. You free on Wednesday? Sorry, I'm busy... How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! You free on Thursday? Sorry, I'll be out of town. How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free tomorrow? Sorry, I'm busy... How about today? I'm busy on today too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Let's go to a party on Thursday? Sorry I'm busy on Thursday. How about on Tuesday? Sounds good. When? 2 pm? Great. See you then!	[[14, 17], [32, 32], [39, 40], [0, 0]]
Sup! Sup. Are you free on Saturday? Sorry, I'm busy... How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Let's grab lunch tomorrow? Ok. When? How about noon? OK! Where should we meet? How about Xinyi? Sure! See you tomorrow!	[[6, 7], [8, 8], [16, 16], [27, 29]]
Hey! Do you want to bake on Wednesday? Sorry I'm busy. How about on Tuesday? OK! When? 8 am? Great. See you on Tuesday!	[[7, 8], [21, 21], [27, 28], [0, 0]]
Hey! Would you want to go ice skating today? Sure! What time? Let's do 8 pm? Sorry, I have an appointment. Let's do 2 am? Ok. Where do you want to go? I don't know. How about your place or the zoo? Ok. Let's do your place. Sure! See you then!	[[7, 9], [10, 10], [35, 36], [55, 56]]
Yo, what's up? Nothing much. Would you want to catch up on Sunday? Ok. Where? How about the mall? Sounds good. What time? How about 5 am? Sorry, I'm busy. How about midnight? Sure. See you on Sunday!	[[15, 16], [18, 18], [49, 49], [26, 27]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go rafting on Tuesday? I can't on Tuesday. How about on Thursday? Sure. What time should we meet? 11 am? OK! See you there!	[[26, 29], [43, 43], [53, 54], [0, 0]]
Sup! Sup. Let's bake on Sunday? Sounds good. When? Are you free at 5 pm? Sounds good. Where should we go? How about a bar? Great. See you then!	[[10, 11], [13, 13], [24, 25], [37, 38]]
Sup! Sup. Would you want to go surfing today? Sure! Where do you want to go? How about a club? Great. When should we meet? How about 8 am? OK! See you then!	[[11, 12], [13, 13], [38, 39], [26, 27]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's catch up on Sunday? Sure. Where should we go? I don't know. How about Xinyi? Or the Japanese place? Great. Let's do the Japanese place. When should we meet? Are you free at 8 pm? Sorry, I have an appointment. 7 pm? Sure! See you n!	[[26, 27], [29, 29], [84, 85], [51, 53]]
Yo, what's up? Nothing much. Do you want to see a concert on Thursday? Sounds good. Where? How about Daan Park? Sure! When? 1 pm? Sorry, I can't. 6 am? Sounds good. See you there!	[[15, 17], [19, 19], [46, 47], [28, 30]]
Hey! Are you free on Friday? Yes. Would you want to go bowling? Sure! Where do you want to go? How about Xinyi? Sure. See you then!	[[15, 16], [7, 7], [0, 0], [29, 31]]
Hey. Let's watch a movie on Friday? Sure. What time? 6 am? Sorry, I have an appointment. noon? Sure. Where? I don't know. How about the Japanese place or a coffee shop? Sure. Let's do a coffee shop. Sure! See you then!	[[6, 8], [10, 10], [27, 27], [45, 47]]
Sup! Sup. Would you want to see a game on Wednesday? OK! When? 11 am? Great. Where should we go? How about school? Sure. I forgot, I'm busy 11 am. Are you free at 10 pm? Ok. See you on Wednesday!	[[11, 13], [15, 15], [51, 52], [33, 33]]
Yo, what's up? Nothing much. You free on Thursday? Sorry, I'll be out of town. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go ice skating on Tuesday? I can't on Tuesday. How about on Monday? Sure! When? 9 am? Sounds good. See you there!	[[27, 29], [43, 43], [49, 50], [0, 0]]
Sup! Sup. Would you want to catch up on Saturday? Sure! What time? You free 5 pm? Sure. Where? How about a club? Ok. I forgot, I can't 5 pm. You free 11 pm? Sounds good. See you on Saturday!	[[11, 12], [14, 14], [49, 50], [32, 33]]
Hey! Let's see a play on Saturday? Ok. When should we meet? You free 1 pm? Sorry, I have an appointment. Are you free at 6 am? Sure. Where do you want to go? I don't know. How about the Japanese place or the theme park? Sure. Let's do the theme park. Sounds good. See you then!	[[6, 8], [10, 10], [35, 36], [59, 61]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to catch up on Wednesday? Sounds good. When? Are you free at 4 pm? OK! Where should we go? How about the mall? Sounds good. I forgot, I'm busy 4 pm. How about 8 pm? OK! See you there!	[[27, 28], [30, 30], [71, 72], [53, 54]]
Hey. Would you want to see a play on Sunday? Great. When should we meet? You free 6 am? Ok. Where do you want to go? How about the Japanese place? Sounds good. Sorry, I can't 6 am. You free 2 pm? Ok. See you then!	[[7, 9], [11, 11], [54, 55], [36, 38]]
Yo, what's up? Nothing much. You free on Saturday? Yes. Do you want to go to a party? Sure! Where should we go? How about your place? OK! See you on Saturday!	[[22, 25], [14, 14], [0, 0], [36, 37]]
Sup! Sup. Would you want to do something on Saturday? Great. When? midnight? Sorry, I'm busy. 5 am? Great. Where should we go? I don't know. How about your place or Daan Park? Great. I prefer Daan Park. Sure! See you then!	[[11, 12], [14, 14], [29, 30], [50, 52]]
Hey! Do you want to go swimming today? Ok. Where should we go? I don't know. How about a coffee shop? Or the Japanese place? OK! Let's do a coffee shop. When should we meet? 3 am? Sorry, I'm busy. You free 6 pm? Sure. See you there!	[[7, 8], [9, 9], [62, 63], [26, 28]]
Sup! Sup. Do you want to go bowling on Tuesday? Sure. Where should we meet? I don't know. How about school? Or your place? Ok. Let's do school. When? How about midnight? Sorry, I have an appointment. Are you free at 11 am? Sounds good. See you n!	[[11, 12], [14, 14], [62, 63], [31, 31]]
Yo, what's up? Nothing much. Would you want to go bowling on Saturday? Ok. Where do you want to go? How about a club? Sure! When should we meet? Are you free at 7 pm? Sure. See you there!	[[15, 16], [18, 18], [45, 46], [31, 32]]
Hey. Do you want to see a play on Thursday? Sounds good. Where should we go? How about the Italian restaurant? Sure. What time? You free 6 pm? Ok. See you on Thursday!	[[7, 9], [11, 11], [34, 35], [23, 25]]
Yo, what's up? Nothing much. Would you want to catch up on Sunday? Ok. Where do you want to go? How about a club? Ok. What time should we meet? Are you free at 7 pm? Sorry, I can't. How about 2 am? Sure! See you on Sunday!	[[15, 16], [18, 18], [58, 59], [31, 32]]
Sup! Sup. Are you free tomorrow? Yes. Would you want to hang out? Sounds good. Where should we go? How about the Italian restaurant? Sure! See you there!	[[18, 19], [10, 10], [0, 0], [31, 33]]
Hey. Are you free on Wednesday? Sorry, I'll be out of town. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's do something on Thursday? Great. Where should we go? How about Xinyi? OK! When should we meet? You free 11 am? Sure. See you there!	[[10, 11], [13, 13], [37, 38], [24, 26]]
Yo, what's up? Nothing much. Let's go ice skating on Wednesday? Sure! Where should we meet? How about my place? Sounds good. When should we meet? 11 am? Sorry, I'm busy. Are you free at 8 am? Sounds good. See you on Wednesday!	[[14, 16], [18, 18], [54, 55], [29, 30]]
Hey. Do you want to grab lunch on Tuesday? Sounds good. Where should we go? I don't know. How about the Japanese place? Or the Italian restaurant? Sure. Let's do the Italian restaurant. What time? Let's do 12 pm? Sorry, I have an appointment. Let's do 7 am? Sure! See you n!	[[7, 8], [10, 10], [68, 69], [33, 35]]
Hey! Let's do something on Wednesday? Sounds good. Where? I don't know. How about the theme park? Or Xinyi? Great. Let's do the theme park. What time should we meet? Let's do midnight? Sorry, I have an appointment. Let's do 2 pm? Great. See you n!	[[6, 7], [9, 9], [66, 67], [24, 26]]
Yo, what's up? Nothing much. Would you want to watch a movie on Monday? Great. When? Let's do 3 pm? Ok. Where should we meet? How about the zoo? Ok. Sorry, I have an appointment 3 pm. Let's do 10 pm? Sounds good. See you then!	[[15, 17], [19, 19], [59, 60], [41, 42]]
Sup! Sup. Would you want to bake on Monday? Sure. Where? How about the Japanese place? Sure. When should we meet? You free 7 am? Sorry, I have an appointment. Are you free at 7 pm? Great. See you there!	[[11, 12], [14, 14], [49, 50], [22, 24]]
Sup! Sup. Let's go surfing on Saturday? Sure! When should we meet? Are you free at 4 pm? Sorry, I'm busy. Let's do 1 am? Sure. Where do you want to go? I don't know. How about the Japanese place or Daan Park? Sure. I prefer Daan Park. Sure. See you on Saturday!	[[10, 11], [13, 13], [40, 41], [64, 66]]
Hey! Let's watch a movie tomorrow? Sure. Where should we meet? How about school? Great. When? How about 3 am? Sorry, I can't. Let's do 5 am? Sure. See you tomorrow!	[[6, 8], [9, 9], [42, 43], [20, 20]]
Hey. Would you want to grab lunch on Monday? Sure! Where should we meet? I don't know. How about Daan Park? Or the mall? OK! Let's do the mall. What time should we meet? Are you free at 8 am? Sorry, I can't. 5 am? Sure! See you there!	[[7, 8], [10, 10], [64, 65], [32, 33]]
Yo, what's up? Nothing much. Do you want to catch up tomorrow? OK! Where? I don't know. How about a club? Or the train station? OK! Let's do a club. What time? You free 2 pm? Sorry, I can't. How about midnight? Sounds good. See you then!	[[15, 16], [17, 17], [65, 65], [31, 32]]
Yo, what's up? Nothing much. Would you want to bake on Monday? Ok. What time should we meet? Let's do 7 pm? Ok. Where should we go? How about the zoo? Sure! See you then!	[[15, 16], [18, 18], [32, 33], [44, 45]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a play on Sunday? OK! When should we meet? You free 8 pm? Ok. Where? How about the mall? Ok. Sorry, I have an appointment 8 pm. You free 1 pm? Sure. See you there!	[[26, 28], [30, 30], [66, 67], [50, 51]]
Hey. Let's see a movie on Sunday? Sure! Where should we meet? How about the Japanese place? Sure! When? 7 am? Sorry, I'm busy. 7 pm? Sounds good. See you there!	[[6, 8], [10, 10], [39, 40], [21, 23]]
Sup! Sup. Do you want to go rafting on Sunday? Sure! Where? How about school? Sounds good. When should we meet? How about 2 am? Sorry, I'm busy. You free 4 pm? Great. See you then!	[[11, 14], [16, 16], [48, 49], [24, 24]]
Sup! Sup. Let's grab lunch on Thursday? Sorry I'm busy on Thursday. How about tomorrow? Sure. When? 10 am? OK! See you there!	[[10, 11], [25, 25], [31, 32], [0, 0]]
Yo, what's up? Nothing much. Do you want to bake on Thursday? OK! When should we meet? Are you free at 7 pm? Sorry, I can't. You free 9 am? OK! Where should we go? I don't know. How about a bar or Xinyi? OK! I prefer a bar. Great. See you then!	[[15, 16], [18, 18], [43, 44], [61, 62]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go somewhere on Thursday? Sure! Where should we meet? I don't know. How about school? Or a club? Sounds good. Let's do school. When should we meet? Let's do 1 pm? Sorry, I have an appointment. You free 10 pm? Ok. See you then!	[[26, 27], [29, 29], [82, 83], [46, 46]]
Sup! Sup. Let's see a game on Sunday? Sorry I'm busy on Sunday. How about on Friday? Ok. What time? 6 pm? Ok. See you then!	[[10, 12], [27, 27], [34, 35], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to catch up on Wednesday? Sure! Where should we go? How about a coffee shop? Ok. When should we meet? Are you free at midnight? Sorry, I have an appointment. Let's do 2 pm? OK! See you there!	[[27, 28], [30, 30], [69, 70], [41, 43]]
Hey. Would you want to bake today? Sure! When should we meet? Are you free at 5 pm? Sure! Where should we go? How about the mall? Sounds good. See you then!	[[7, 8], [9, 9], [22, 23], [34, 35]]
Hey! Let's bake on Friday? Sorry I'm busy. How about today? Great. When should we meet? 3 am? Ok. See you there!	[[6, 7], [19, 19], [28, 29], [0, 0]]
Sup! Sup. Are you free on Tuesday? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to catch up on Monday? Sure! What time should we meet? You free 11 am? Sorry, I can't. Are you free at 5 am? Sounds good. Where? I don't know. How about the Japanese place or Daan Park? Sounds good. Let's do the Japanese place. Sure! See you there!	[[11, 12], [14, 14], [40, 41], [56, 58]]
Sup! Sup. Let's watch a movie on Friday? OK! What time should we meet? midnight? Sure! Where do you want to go? How about the theme park? Sounds good. I forgot, I can't midnight. How about 3 am? OK! See you then!	[[10, 12], [14, 14], [55, 56], [37, 39]]
Yo, what's up? Nothing much. You free on Tuesday? Sorry, I'm busy... How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Would you want to grab lunch today? Sorry I'm busy today. How about on Saturday? Sure. When? 8 am? Sure. See you then!	[[7, 8], [21, 21], [27, 28], [0, 0]]
Hey. Let's see a movie on Monday? Sure! When? 5 pm? Great. Where? How about the Italian restaurant? Sure. Actually, I'm busy 5 pm. Are you free at 7 am? Great. See you there!	[[6, 8], [10, 10], [44, 45], [25, 27]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go rafting on Wednesday? Sorry I'm busy. How about tomorrow? Ok. When should we meet? 10 am? Sounds good. See you there!	[[26, 29], [41, 41], [50, 51], [0, 0]]
Yo, what's up? Nothing much. Do you want to do something on Friday? Great. Where? How about a club? OK! What time should we meet? You free 9 pm? Sure. See you on Friday!	[[15, 16], [18, 18], [39, 40], [26, 27]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go somewhere on Saturday? Ok. Where? I don't know. How about the train station? Or the mall? Ok. Let's do the mall. When? You free 7 pm? Sorry, I'm busy. How about 12 pm? OK! See you then!	[[27, 28], [30, 30], [77, 78], [49, 50]]
Hey! Do you want to hang out on Tuesday? Sure. Where? I don't know. How about Xinyi? Or your place? Sounds good. Let's do Xinyi. When? Are you free at 5 pm? Sorry, I'm busy. Are you free at 5 am? Sounds good. See you there!	[[7, 8], [10, 10], [63, 64], [24, 26]]
Hey. Let's bake on Saturday? Sounds good. Where do you want to go? I don't know. How about the Italian restaurant? Or a bar? Sure. Let's do the Italian restaurant. When? How about 5 am? Sorry, I have an appointment. Are you free at 12 pm? Ok. See you there!	[[6, 7], [9, 9], [65, 66], [29, 31]]
Yo, what's up? Nothing much. Would you want to watch a movie on Monday? Sounds good. Where? How about the Italian restaurant? Sure! When? 5 pm? Great. See you on Monday!	[[15, 17], [19, 19], [36, 37], [28, 30]]
Hey! Would you want to go surfing on Sunday? OK! Where should we go? How about the mall? Ok. What time? How about 6 am? Sorry, I have an appointment. How about 3 pm? Sounds good. See you then!	[[7, 8], [10, 10], [43, 44], [21, 22]]
Yo, what's up? Nothing much. Let's go bowling today? Sorry I'm busy. How about on Wednesday? Sure! What time? 3 pm? Sounds good. See you then!	[[14, 15], [27, 27], [34, 35], [0, 0]]
Yo, what's up? Nothing much. Let's see a movie tomorrow? Great. Where should we go? How about the mall? Sounds good. What time should we meet? Let's do 5 am? Sorry, I'm busy. Let's do 2 am? OK! See you tomorrow!	[[14, 16], [17, 17], [58, 59], [28, 29]]
Sup! Sup. Would you want to watch a movie tomorrow? Sorry I'm busy. How about on Sunday? Sure. What time should we meet? 9 am? Great. See you then!	[[11, 13], [25, 25], [35, 36], [0, 0]]
Yo, what's up? Nothing much. Are you free on Wednesday? Yes. Do you want to see a concert? Sure. Where should we go? How about the Italian restaurant? OK! See you then!	[[23, 25], [15, 15], [0, 0], [36, 38]]
Yo, what's up? Nothing much. Do you want to do something on Friday? Ok. When should we meet? Let's do 7 pm? Sorry, I can't. Are you free at 10 pm? Ok. Where should we meet? I don't know. How about a coffee shop or a bar? Ok. I prefer a coffee shop. Great. See you there!	[[15, 16], [18, 18], [45, 46], [63, 65]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab coffee on Sunday? Sure. Where do you want to go? How about the Italian restaurant? Great. When? Let's do 2 pm? Sure. See you then!	[[26, 27], [29, 29], [54, 55], [42, 44]]
Hey. Do you want to see a play on Thursday? Ok. Where should we go? How about your place? Ok. What time? Are you free at 10 am? Sorry, I'm busy. 11 am? Sure! See you then!	[[7, 9], [11, 11], [44, 45], [22, 23]]
Hey! Let's see a concert on Monday? Sorry I'm busy on Monday. How about on Sunday? Sure. What time should we meet? 8 am? Sounds good. See you there!	[[6, 8], [23, 23], [33, 34], [0, 0]]
Sup! Sup. Let's go ice skating on Sunday? Sorry I'm busy. How about on Saturday? Sure. When should we meet? 11 am? Ok. See you on Saturday!	[[10, 12], [25, 25], [34, 35], [0, 0]]
Hey. You free on Saturday? Yes. Let's go surfing? Ok. Where should we go? How about school? Sure! See you there!	[[13, 14], [6, 6], [0, 0], [25, 25]]
Hey! Do you want to go surfing on Friday? OK! Where should we meet? I don't know. How about the Japanese place? Or a bar? Ok. Let's do a bar. When? You free 8 am? Sorry, I'm busy. Let's do 3 pm? Great. See you then!	[[7, 8], [10, 10], [62, 63], [32, 33]]
Hey! Would you want to go bowling tomorrow? Sure! What time should we meet? You free 5 pm? Sorry, I have an appointment. How about 6 am? OK! Where do you want to go? I don't know. How about my place or school? OK! I prefer my place. Great. See you tomorrow!	[[7, 8], [9, 9], [33, 34], [53, 54]]
Yo, what's up? Nothing much. Do you want to go to a party today? Great. When should we meet? 5 pm? Sorry, I have an appointment. You free 9 pm? Great. Where do you want to go? I don't know. How about the Japanese place or Xinyi? Great. Let's do the Japanese place. OK! See you there!	[[15, 18], [19, 19], [40, 41], [60, 62]]
Hey! You free today? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. You free today? Sorry, I'll be out of town. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Do you want to go somewhere on Wednesday? Ok. What time should we meet? Let's do 2 pm? Sure. Where? How about my place? Sure. See you on Wednesday!	[[7, 8], [10, 10], [24, 25], [33, 34]]
Yo, what's up? Nothing much. You free on Wednesday? Sorry, I have plans already. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's catch up on Wednesday? I can't on Wednesday. How about on Sunday? Sure! What time? 10 pm? OK! See you then!	[[26, 27], [41, 41], [48, 49], [0, 0]]
Hey. Let's go swimming on Wednesday? Sure. Where do you want to go? I don't know. How about my place? Or a club? Sure. Let's do a club. What time should we meet? You free 6 pm? Sorry, I'm busy. Let's do 6 am? Great. See you there!	[[6, 7], [9, 9], [66, 67], [32, 33]]
Hey. Would you want to hang out on Tuesday? I can't on Tuesday. How about on Saturday? Ok. When? 2 am? Sounds good. See you there!	[[7, 8], [22, 22], [28, 29], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go surfing on Saturday? OK! When? 1 pm? Sorry, I have an appointment. How about 9 pm? Sure! Where should we meet? I don't know. How about the Italian restaurant or the train station? Sure! I prefer the train station. Ok. See you there!	[[27, 28], [30, 30], [48, 49], [70, 72]]
Sup! Sup. You free on Saturday? Sorry, I'll be out of town. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
